Path_ID,Path_Point_ID,Loct,Academic_Day,Building_ID,Building_Name,Lat,Lon,Distance_To_Next,Minutes_To_Next,Max_Temp_C,Mean_Temp_C,Total_Precip_mm,Snow_cm,Azimuth_Path,Azimuth_Segment,Speed
1037,0,10-01-2015 18:58,WEEKEND_WT_1,OO,Olympic Oval,51.07735,-114.135,36.3356026,3.116666667,-2,-7.3,1.8,8,279.0437435,254.0129686,11.65848212
1037,1,10-01-2015 19:01,WEEKEND_WT_1,OO,Olympic Oval,51.07726,-114.1355,17.79118826,2.383333333,-2,-7.3,1.8,8,279.0437435,0,7.464834236
1037,2,10-01-2015 19:04,WEEKEND_WT_1,OO,Olympic Oval,51.07742,-114.1355,18.08319476,1.733333333,-2,-7.3,1.8,8,279.0437435,202.726234,10.43261236
1037,3,10-01-2015 19:05,WEEKEND_WT_1,OO,Olympic Oval,51.07727,-114.1356,16.05496211,1.083333333,-2,-7.3,1.8,8,279.0437435,25.79379463,14.81996502
1037,4,10-01-2015 19:07,WEEKEND_WT_1,OO,Olympic Oval,51.0774,-114.1355,0,0,-2,-7.3,1.8,8,279.0437435,0,0
1038,0,10-01-2015 20:02,WEEKEND_WT_1,Outdoors,Outdoors,51.07951,-114.1289,70.73759971,3.483333333,-2,-7.3,1.8,8,276.4107954,307.8107104,20.30744489
1038,1,10-01-2015 20:05,WEEKEND_WT_1,Outdoors,Outdoors,51.0799,-114.1297,114.1828942,2.1,-2,-7.3,1.8,8,276.4107954,301.0730707,54.37280676
1038,2,10-01-2015 20:07,WEEKEND_WT_1,Outdoors,Outdoors,51.08043,-114.1311,63.84595431,0.9,-2,-7.3,1.8,8,276.4107954,280.0298531,70.93994924
1038,3,10-01-2015 20:08,WEEKEND_WT_1,ENG,Engineering Block G,51.08053,-114.132,40.20700267,1.083333333,-2,-7.3,1.8,8,276.4107954,224.0242347,37.11415631
1038,4,10-01-2015 20:09,WEEKEND_WT_1,ENG,Engineering Block G,51.08027,-114.1324,58.24181646,2.716666667,-2,-7.3,1.8,8,276.4107954,173.1112354,21.43870544
1038,5,10-01-2015 20:12,WEEKEND_WT_1,ENE,Engineering Block E,51.07975,-114.1323,0,0,-2,-7.3,1.8,8,276.4107954,0,0
1039,0,12-01-2015 10:31,WINTERTERM_1,Outdoors,Outdoors,51.07603,-114.1225,75.06333226,0.783333333,-3.5,-12.1,0,9,309.7334676,326.0530478,95.82553055
1039,1,12-01-2015 10:31,WINTERTERM_1,Outdoors,Outdoors,51.07659,-114.1231,88.79091607,0.766666667,-3.5,-12.1,0,9,309.7334676,300.0615005,115.8142383
1039,2,12-01-2015 10:32,WINTERTERM_1,Outdoors,Outdoors,51.07699,-114.1242,17.18644749,0.85,-3.5,-12.1,0,9,309.7334676,234.388037,20.21934999
1039,3,12-01-2015 10:33,WINTERTERM_1,Outdoors,Outdoors,51.0769,-114.1244,116.9719039,3.033333333,-3.5,-12.1,0,9,309.7334676,287.1389375,38.56216612
1039,4,12-01-2015 10:36,WINTERTERM_1,Outdoors,Outdoors,51.07721,-114.126,146.1683761,2.083333333,-3.5,-12.1,0,9,309.7334676,321.587112,70.16082053
1039,5,12-01-2015 10:38,WINTERTERM_1,AD,Administration,51.07824,-114.1273,26.10682786,1.266666667,-3.5,-12.1,0,9,309.7334676,53.39521709,20.61065358
1039,6,12-01-2015 10:39,WINTERTERM_1,AD,Administration,51.07838,-114.127,0,0,-3.5,-12.1,0,9,309.7334676,0,0
1040,0,12-01-2015 16:13,WINTERTERM_1,MH,MacEwan Hall,51.07848,-114.1303,69.17392374,1.15,-3.5,-12.1,0,9,72.91432728,44.98545302,60.15123803
1040,1,12-01-2015 16:15,WINTERTERM_1,Outdoors,Outdoors,51.07892,-114.1296,15.99347425,1,-3.5,-12.1,0,9,72.91432728,60.87764251,15.99347425
1040,2,12-01-2015 16:16,WINTERTERM_1,Outdoors,Outdoors,51.07899,-114.1294,49.86114024,0.966666667,-3.5,-12.1,0,9,72.91432728,44.46901263,51.5804899
1040,3,12-01-2015 16:17,WINTERTERM_1,SB,Science B,51.07931,-114.1289,90.87609159,1.05,-3.5,-12.1,0,9,72.91432728,92.10366605,86.54865865
1040,4,12-01-2015 16:18,WINTERTERM_1,SA,Science A,51.07928,-114.1276,30.12289355,3.233333333,-3.5,-12.1,0,9,72.91432728,152.3662155,9.316358831
1040,5,12-01-2015 16:21,WINTERTERM_1,Outdoors,Outdoors,51.07904,-114.1274,0,0,-3.5,-12.1,0,9,72.91432728,0,0
1041,0,13-01-2015 11:55,WINTERTERM_1,ST,Science Theatres,51.07978,-114.1273,27.2115079,7.316666667,3.5,-3.6,0,10,140.6673534,210.8930511,3.719112697
1041,1,13-01-2015 12:03,WINTERTERM_1,ST,Science Theatres,51.07957,-114.1275,19.31958809,0.766666667,3.5,-3.6,0,10,140.6673534,46.31711318,25.19946273
1041,2,13-01-2015 12:04,WINTERTERM_1,ST,Science Theatres,51.07969,-114.1273,56.30702149,1.833333333,3.5,-3.6,0,10,140.6673534,201.8510609,30.71292081
