Reading Date,Administration,Art Building Parkade,Aurora Hall,Biological Science,Child Care Centre,CCIT,Cascade Hall,Child Development Centre,Craigie Hall,Central Heating and Cooling Plant,Clinical Skills,Crowsnest Hall,Dining Centre,Education Complex,EEEL,Engineering Complex,Earth Science,Glacier Hall,High Density Library,Heritage Medical Research Building,Health Research Innovation Centre / TWR,Health Science Centre,ICT,International House,Kananaskis Hall,Kinesiology A,Kinesiology B,Life Science,Mechanical Engineering Building,Murray Fraser Hall,MacEwan Hall,MacKimmie Block,MacKimmie Tower,Math Sciences,MacEwan Student Centre,Olympus Hall,Olympic Oval,Professional Faculties,Physical Plant,Rozsa Centre,Reeve Theater,Rundle Hall,Science A,Science B,Scurfield Hall,Social Sciences,Science Theatres,Taylor Family Digital Library,Taylor Institute,University Research Centre,Wildlife Research Centre,Yamnuska,U of C,Main Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AA,AB,AU,BI,CC,CCIT,CD,CDC,CH,CHCP,CSB,CR,DC,ED,EEEL,ENG,ES,GL,HDL,HMRB,HRIC/TWR,HSC,ICT,IH,KA,KNA,KNB,LS,MEB,MFH,MH,MLB,MLT,MS,MSC,OL,OO,PF,PP,RC,RT,RU,SA,SB,SH,SS,ST,TFDL,TI,URC,WRC,YA,UC,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/27/16,"5,311.12","6,722.23","2,502.78","24,800.02", 	-   ,"8,888.90","1,897.22", 	-   ,"5,844.45",, 	-   ,"3,244.45","3,627.78","9,211.12","11,080.56","17,680.57","9,813.90",861.11, 	-   ,"19,363.90",0.00,"67,036.16","11,213.90","5,133.34",0.00,"1,055.56","7,886.12",,,"6,169.45","8,488.90","4,916.67","6,311.12","24,469.81","17,508.35",702.78,"2,822.22","14,777.79", 	-   ,738.89,975.00,,"7,472.23","9,491.67","6,577.78","10,827.79","3,738.89","14,708.35","1,405.56", 	-   , 	-   ,0.00,"365,278.41","278,878.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/16,"5,611.12","6,322.23","2,100.00","25,527.80", 	-   ,"9,355.56","1,344.45", 	-   ,"5,752.78",, 	-   ,"2,855.56","3,391.67","9,091.67","10,619.45","20,783.35","9,911.12",627.78, 	-   ,"20,891.68",0.00,"64,616.72","12,394.45","5,094.45",0.00,852.78,"7,763.90",,,"5,611.12","9,241.67","4,975.00","5,608.34","25,792.58","17,572.24",511.11,"2,880.56","12,997.23", 	-   ,752.78,694.45,,"6,166.67","10,730.56","6,783.34","10,541.68","3,530.56","17,061.12","1,433.33", 	-   , 	-   ,0.00,"367,792.85","282,284.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/16,"5,505.56","7,433.34","2,625.00","25,002.80", 	-   ,"9,066.67","1,900.00", 	-   ,"6,066.67",, 	-   ,"3,819.45","3,772.23","9,500.01","11,319.45","22,230.57","10,269.45",786.11, 	-   ,"21,538.91",0.00,"61,838.94","11,452.79","5,675.00",0.00,"1,100.00","7,944.45",,,"6,363.89","8,758.34","5,155.56","6,683.34","25,540.34","18,513.90",641.67,"2,913.89","14,608.35", 	-   ,"1,008.33","1,047.22",,"7,141.67","10,475.01","7,088.89","10,936.12","3,777.78","16,769.46","1,472.22", 	-   , 	-   ,0.00,"377,743.40","294,365.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/16,"5,805.56","6,402.78","2,186.11","25,522.24", 	-   ,"9,405.56","1,375.00", 	-   ,"6,063.89",, 	-   ,"2,575.00","3,394.45","9,130.56","10,286.12","21,533.35","10,225.01",636.11, 	-   ,"22,605.57",0.00,"60,113.94","11,569.45","4,872.23",0.00,847.22,"8,144.45",,,"5,508.34","9,302.79","5,033.34","5,752.78","26,382.11","18,466.68",519.44,"3,025.00","14,488.90", 	-   ,588.89,419.44,,"6,513.89","11,975.01","7,297.23","11,491.68","3,647.23","19,555.57","1,302.78", 	-   , 	-   ,"125,155.66","499,121.37","416,401.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/16,"5,475.00","6,588.89","2,430.56","25,680.58", 	-   ,"8,813.90","1,483.33", 	-   ,"5,630.56",, 	-   ,"3,050.00","3,391.67","9,163.90","9,702.79","21,008.35","9,794.45",733.33, 	-   ,"21,697.24",0.00,"59,719.49","11,202.79","5,200.00",0.00,655.56,"6,497.23",,,"5,858.34","8,494.45","4,802.78","5,947.23","25,420.09","16,466.68",597.22,"2,858.34","14,016.68", 	-   ,622.22,"1,000.00",,"7,169.45","10,652.79","6,747.23","11,572.23","3,561.11","15,544.46","1,238.89", 	-   , 	-   ,0.00,"360,489.80","279,073.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/16,"6,088.89","7,269.45","2,469.45","26,672.24", 	-   ,"9,725.01","1,483.33", 	-   ,"5,050.00",, 	-   ,"3,050.00","2,697.22","7,652.78","9,811.12","14,691.68","10,388.90",744.45, 	-   ,"24,008.35",0.00,"64,625.05","10,547.23","5,497.23",0.00,769.45,"6,775.01",,,"5,755.56","7,827.78","4,958.34","5,913.89","26,593.28","13,166.68",605.56,"3,013.89","8,211.12", 	-   ,766.67,894.45,,"7,372.23","11,952.79","4,069.45","7,844.45","2,611.11","16,252.79","1,186.11", 	-   , 	-   ,0.00,"349,012.98","260,379.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/16,"5,188.89","5,852.78","2,133.34","22,891.68", 	-   ,"7,950.01","1,088.89", 	-   ,"4,336.11",, 	-   ,"2,575.00","2,252.78","7,433.34","9,086.12","12,855.57","7,744.45",630.56, 	-   ,"18,919.46",0.00,"51,777.82","8,830.56","4,888.89",0.00,627.78,"5,794.45",,,"4,669.45","6,733.34","4,291.67","5,469.45","25,399.56","12,791.68",513.89,"2,752.78","7,872.23", 	-   ,186.11,505.56,,"6,541.67","9,955.56","3,558.34","11,841.68","2,188.89","13,838.90","1,219.45", 	-   , 	-   ,0.00,"303,188.67","232,491.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/16,"3,469.45","2,961.11","1,733.33","14,652.79", 	-   ,"5,169.45",913.89, 	-   ,"4,372.23",, 	-   ,"2,002.78","2,069.45","7,877.78","8,341.67","13,713.90","4,566.67",794.45, 	-   ,"10,955.56",0.00,"29,916.69","7,677.78","4,283.34",0.00,325.00,"5,180.56",,,"3,369.45","5,825.00","3,086.11","3,788.89","20,656.94","12,413.90",647.22,"1,938.89","8,741.67", 	-   ,27.78,533.33,,"4,722.23","7,061.12","3,972.23","10,886.12","2,611.11","10,916.68",944.45, 	-   , 	-   ,0.00,"233,121.00","192,248.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/16,"2,438.89","1,966.67","1,336.11","11,416.68", 	-   ,"4,011.11",816.67, 	-   ,"3,658.34",, 	-   ,"1,622.22","1,336.11","7,161.12","7,825.01","9,316.67","3,055.56",769.45, 	-   ,"7,419.45",0.00,"21,527.80","6,633.34","3,991.67",0.00,50.00,"3,844.45",,,"2,647.22","4,986.12","2,472.22","2,858.34","18,099.39","8,527.78",625.00,"1,813.89","6,788.89", 	-   ,0.00,425.00,,"3,177.78","5,444.45","2,008.33","11,122.23","2,252.78","7,063.89",675.00, 	-   , 	-   ,0.00,"181,185.63","152,238.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/16,"3,277.78","3,158.34","1,352.78","14,905.57", 	-   ,"5,197.23",750.00, 	-   ,"4,322.23",, 	-   ,"1,797.22","1,750.00","7,547.23","8,108.34","10,980.56","4,269.45",716.67, 	-   ,"10,394.45",0.00,"29,897.25","7,711.12","4,122.23",0.00,77.78,"5,302.78",,,"3,719.45","6,666.67","3,180.56","3,375.00","19,521.88","11,522.23",583.33,"2,238.89","10,277.79", 	-   ,5.56,377.78,,"3,950.00","6,294.45","3,219.45","10,702.79","2,563.89","11,300.01",794.45, 	-   , 	-   ,0.00,"225,933.15","185,641.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/16,"4,680.56","5,300.00","1,822.22","22,022.24", 	-   ,"7,408.34","1,311.11", 	-   ,"5,113.89",, 	-   ,"2,536.11","3,008.34","8,452.78","9,886.12","14,733.35","6,791.67",761.11, 	-   ,"16,925.01",0.00,"48,361.15","9,802.79","4,583.34",0.00,691.67,"7,655.56",,,"5,522.23","7,400.01","4,286.11","5,072.23","21,563.23","16,111.12",619.44,"2,644.45","15,605.57", 	-   ,386.11,730.56,,"6,391.67","8,144.45","5,422.23","10,750.01","3,069.45","15,741.68","1,138.89", 	-   , 	-   ,0.00,"312,446.80","247,160.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/16,"4,880.56","6,758.34","2,047.22","25,466.69", 	-   ,"8,677.78","1,611.11", 	-   ,"5,622.23",, 	-   ,"3,094.45","3,333.34","8,730.56","10,419.45","16,416.68","8,155.56",841.67, 	-   ,"20,225.02",0.00,"59,736.16","10,908.34","5,288.89",0.00,883.33,"8,186.12",,,"5,033.34","7,858.34","4,861.12","6,241.67","22,369.80","15,888.90",686.11,"2,777.78","14,619.46", 	-   ,597.22,"1,000.00",,"6,416.67","9,058.34","5,841.67","8,316.67","3,277.78","17,425.01","1,344.45", 	-   , 	-   ,0.00,"344,897.83","264,936.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/16,"3,186.11","4,244.45","1,611.11","18,225.01", 	-   ,"6,475.01",941.67, 	-   ,"3,811.11",, 	-   ,"1,902.78","1,300.00","6,650.01","8,372.23","9,644.45","1,463.89",844.45, 	-   ,"14,236.12",0.00,"37,463.92","7,138.89","4,538.89",0.00,227.78,"5,613.89",,,"1,847.22","5,069.45","3,594.45","4,041.67","15,990.58","13,191.68",688.89,"2,188.89","5,758.34", 	-   ,127.78,430.56,,"4,194.45","6,975.01","3,530.56","4,791.67","2,219.45","12,108.34","1,141.67", 	-   , 	-   ,0.00,"225,782.41","174,082.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/16,"3,058.34","3,486.11","1,561.11","15,586.12", 	-   ,"5,550.00",919.45, 	-   ,"3,500.00",, 	-   ,"2,052.78","1,230.56","6,288.89","7,738.90","9,258.34",811.11,886.11, 	-   ,"11,325.01",0.00,"29,863.91","7,297.23","4,702.78",0.00,352.78,"4,983.34",,,"2,175.00","4,583.34","2,958.34","3,811.11","14,670.74","11,466.68",722.22,"2,311.11","5,252.78", 	-   ,102.78,402.78,,"3,925.00","6,105.56","2,650.00","8,358.34","1,930.56","11,716.68",975.00, 	-   , 	-   ,0.00,"204,570.89","163,381.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/16,"2,852.78","3,319.45","1,475.00","15,675.01", 	-   ,"5,472.23",713.89, 	-   ,"4,102.78",, 	-   ,"2,122.22","1,802.78","7,205.56","8,052.78","10,213.90",966.67,694.45, 	-   ,"11,419.45",0.00,"29,641.69","7,680.56","4,291.67",0.00,236.11,"5,494.45",,,"1,658.33","4,791.67","3,088.89","3,658.34","19,014.47","11,694.45",566.67,"2,025.00","10,552.79", 	-   ,0.00,472.22,,"3,250.00","6,436.12","3,758.34","7,972.23","2,672.22","8,050.01",716.67, 	-   , 	-   ,0.00,"213,811.85","172,750.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/16,"3,319.45","3,755.56","1,586.11","18,358.35", 	-   ,"5,922.23",791.67, 	-   ,"4,463.89",, 	-   ,"2,450.00","2,008.33","7,508.34","8,230.56","11,538.90","4,011.11",777.78, 	-   ,"13,144.45",0.00,"37,830.59","8,002.78","4,527.78",0.00,180.56,"5,425.00",,,"1,730.56","6,622.23","3,413.89","3,894.45","20,539.62","13,147.23",633.33,"2,411.11","11,122.23", 	-   ,86.11,441.67,,"3,500.00","7,605.56","4,883.34","8,633.34","2,808.34","9,302.79",897.22, 	-   , 	-   ,0.00,"245,506.47","194,531.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/13/16,"2,683.34","3,322.22","1,438.89","15,508.35", 	-   ,"5,683.34",722.22, 	-   ,"4,022.23",, 	-   ,"2,069.45","1,561.11","6,733.34","7,619.45","11,122.23","2,944.45",836.11, 	-   ,"12,500.01",0.00,"32,969.47","7,894.45","4,330.56",0.00,94.44,"5,436.12",,,"1,591.67","5,563.89","3,202.78","3,536.11","20,343.11","10,494.45",683.33,"2,180.56","8,763.90", 	-   ,16.67,402.78,,"3,238.89","7,808.34","3,850.00","8,244.45","2,683.34","10,725.01",930.56, 	-   , 	-   ,0.00,"223,751.61","178,282.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/16,"2,386.11","3,252.78","1,502.78","13,983.34", 	-   ,"5,722.23",886.11, 	-   ,"4,297.23",, 	-   ,"2,127.78","1,811.11","6,755.56","7,969.45","11,116.68","3,288.89",952.78, 	-   ,"12,197.23",0.00,"32,519.47","7,763.90","4,322.23",0.00,186.11,"5,305.56",,,"1,902.78","6,794.45","3,166.67","3,663.89","19,973.56","11,861.12",775.00,"2,213.89","9,633.34", 	-   ,2.78,350.00,,"3,522.23","7,952.78","3,750.00","8,047.23","2,702.78","10,430.56",991.67, 	-   , 	-   ,0.00,"226,082.06","181,365.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/16,"1,436.11","1,333.33","1,366.67","7,888.90", 	-   ,"3,563.89",719.45, 	-   ,"2,616.67",, 	-   ,"1,722.22",850.00,"6,027.78","7,572.23","6,969.45",969.45,969.45, 	-   ,"6,797.23",0.00,"12,450.01","4,719.45","3,750.00",0.00,22.22,"3,197.22",,,97.22,"3,938.89","2,044.45","2,575.00","17,342.68","8,455.56",788.89,"1,050.00","3,772.23", 	-   ,8.33,508.33,,"2,286.11","5,572.23",577.78,"9,316.67","2,008.33","5,825.00",611.11, 	-   , 	-   ,0.00,"141,720.56","122,473.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/16,"1,525.00","1,791.67","1,322.22","10,213.90", 	-   ,"3,983.34",872.22, 	-   ,"2,486.11",, 	-   ,"1,655.56",847.22,"5,219.45","7,491.67","6,627.78","1,472.22","1,111.11", 	-   ,"7,583.34",0.00,"18,213.90","5,547.23","3,780.56",0.00,72.22,"3,061.11",,,813.89,"3,294.45","2,216.67","2,775.00","15,632.75","7,827.78",905.56,"1,555.56","1,566.67", 	-   ,30.56,427.78,,"2,952.78","5,777.78","1,080.56","4,494.45","1,577.78","6,241.67",627.78, 	-   , 	-   ,0.00,"144,677.30","118,880.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/17/16,"2,166.67","2,991.67","1,466.67","13,100.01", 	-   ,"4,730.56",866.67, 	-   ,"2,588.89",, 	-   ,"2,055.56","1,202.78","5,902.78","7,508.34","7,822.23","2,583.34","1,063.89", 	-   ,"9,530.56",0.00,"26,102.80","5,927.78","4,113.89",0.00,72.22,"4,369.45",,,"1,311.11","3,608.34","2,683.34","3,500.00","16,102.03","10,152.79",866.67,"1,605.56","4,608.34", 	-   ,88.89,600.00,,"3,419.45","6,544.45","2,772.22","8,986.12","2,019.45","10,050.01",886.11, 	-   , 	-   ,0.00,"185,971.61","150,338.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/18/16,"3,388.89","4,583.34","1,841.67","18,455.57", 	-   ,"7,094.45","1,275.00", 	-   ,"4,300.00",, 	-   ,"2,900.00","2,636.11","7,686.12","9,166.67","12,813.90","5,647.23",922.22, 	-   ,"16,013.90",0.00,"48,333.37","10,152.79","4,738.89",0.00,522.22,"5,883.34",,,"3,219.45","7,202.78","3,808.34","4,791.67","20,815.32","15,461.12",750.00,"2,475.00","12,461.12", 	-   ,69.44,733.33,,"4,244.45","9,177.79","5,988.89","8,755.56","3,219.45","14,894.46","1,133.33", 	-   , 	-   ,0.00,"287,557.20","223,209.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/19/16,"4,758.34","7,022.23","2,252.78","25,766.69", 	-   ,"9,155.56","1,811.11", 	-   ,"5,486.12",, 	-   ,"3,608.34","3,625.00","8,827.78","10,369.45","15,852.79","9,161.12",791.67, 	-   ,"21,925.02",0.00,"78,886.17","11,341.68","5,511.12",0.00,988.89,"7,963.90",,,"5,058.34","8,250.01","4,741.67","7,016.67","23,522.46","17,572.24",644.44,"2,977.78","15,188.90", 	-   ,430.56,"1,150.00",,"5,947.23","10,338.90","6,341.67","8,772.23","3,486.11","15,413.90","1,383.33", 	-   , 	-   ,0.00,"373,342.18","272,530.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/20/16,"4,744.45","7,127.78","2,247.22","25,425.02", 	-   ,"8,855.56","1,655.56", 	-   ,"5,466.67",, 	-   ,"3,588.89","3,436.11","8,980.56","10,433.34","15,791.68","8,869.45",766.67, 	-   ,"21,258.35",0.00,"75,741.73","11,300.01","5,263.89",0.00,880.56,"7,736.12",,,"4,808.34","8,213.90","4,930.56","6,652.78","23,501.93","17,341.68",625.00,"3,219.45","15,077.79", 	-   ,141.67,"1,144.45",,"6,186.12","10,025.01","6,191.67","9,008.34","3,386.11","15,752.79","1,116.67", 	-   , 	-   ,0.00,"366,893.87","269,893.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/21/16,"4,927.78","7,772.23","2,486.11","27,011.13", 	-   ,"9,591.67","1,922.22", 	-   ,"5,825.00",, 	-   ,"3,961.11","3,663.89","9,402.79","11,052.79","17,750.01","10,297.23",777.78, 	-   ,"23,136.13",0.00,"80,450.06","12,113.90","5,683.34",0.00,880.56,"8,502.78",,,"5,094.45","8,733.34","5,469.45","7,297.23","23,780.56","18,552.79",633.33,"4,058.34","15,397.23", 	-   ,213.89,"1,305.56",,"6,700.01","10,397.23","6,400.01","9,755.56","3,700.00","13,052.79","1,333.33", 	-   , 	-   ,0.00,"389,083.63","285,497.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
