Reading Date,Administration,Art Building Parkade,Aurora Hall,Biological Science,Child Care Centre,CCIT,Cascade Hall,Child Development Centre,Craigie Hall,Central Heating and Cooling Plant,Clinical Skills,Crowsnest Hall,Dining Centre,Education Complex,EEEL,Engineering Complex,Earth Science,Glacier Hall,High Density Library,Heritage Medical Research Building,Health Research Innovation Centre / TWR,Health Science Centre,ICT,International House,Kananaskis Hall,Kinesiology A,Kinesiology B,Life Science,Mechanical Engineering Building,Murray Fraser Hall,MacEwan Hall,MacKimmie Block,MacKimmie Tower,Math Sciences,MacEwan Student Centre,Olympus Hall,Olympic Oval,Professional Faculties,Physical Plant,Rozsa Centre,Reeve Theater,Rundle Hall,Science A,Science B,Scurfield Hall,Social Sciences,Science Theatres,Taylor Family Digital Library,Taylor Institute,University Research Centre,Wildlife Research Centre,Yamnuska,U of C,Main Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AA,AB,AU,BI,CC,CCIT,CD,CDC,CH,CHCP,CSB,CR,DC,ED,EEEL,ENG,ES,GL,HDL,HMRB,HRIC/TWR,HSC,ICT,IH,KA,KNA,KNB,LS,MEB,MFH,MH,MLB,MLT,MS,MSC,OL,OO,PF,PP,RC,RT,RU,SA,SB,SH,SS,ST,TFDL,TI,URC,WRC,YA,UC,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/16,"4,036.11","6,300.01","2,094.45","21,252.79", 	-   ,"8,172.23","1,211.11", 	-   ,"5,327.78",, 	-   ,"3,025.00","2,858.34","8,447.23","9,400.01","16,227.79","8,925.01",613.89, 	-   ,"19,191.68",0.00,"61,486.16","11,450.01","5,194.45",0.00,577.78,"7,688.90",,,"3,763.89","6,250.01","4,483.34","5,369.45","24,912.69","16,361.12",500.00,"3,608.34","12,325.01", 	-   ,186.11,"1,088.89",,"5,113.89","8,358.34","5,777.78","9,325.01","2,975.00","16,708.35","1,038.89", 	-   , 	-   ,0.00,"331,626.82","250,948.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/16,"4,291.67","6,719.45","2,350.00","21,750.02", 	-   ,"8,705.56","1,258.33", 	-   ,"4,569.45",, 	-   ,"3,330.56","2,450.00","5,616.67","9,319.45","9,586.12","8,100.01",686.11, 	-   ,"19,880.57",0.00,"67,263.94","11,011.12","5,450.00",0.00,466.67,"6,227.78",,,"4,194.45","5,286.12","4,525.00","6,047.23","19,079.00","12,755.57",558.33,"3,780.56","7,125.01", 	-   ,41.67,933.33,,"5,663.89","9,297.23","3,455.56","6,166.67","1,927.78","15,761.12","1,016.67", 	-   , 	-   ,0.00,"306,648.67","219,504.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/16,"4,583.34","7,886.12","2,552.78","22,619.46", 	-   ,"9,105.56","1,913.89", 	-   ,"4,252.78",, 	-   ,"3,888.89","2,930.56","5,877.78","9,947.23","9,597.23","9,191.67",919.45, 	-   ,"20,725.02",0.00,"72,047.28","11,427.79","5,586.12",0.00,836.11,"7,063.89",,,"4,986.12","5,472.23","4,725.00","6,791.67","18,442.54","13,888.90",750.00,"4,022.23","8,152.78", 	-   ,527.78,"1,247.22",,"6,841.67","9,558.34","3,780.56","10,083.34","1,991.67","16,000.01","1,002.78", 	-   , 	-   ,0.00,"331,217.79","238,445.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/25/16,"4,769.45","6,975.01","2,394.45","24,827.80", 	-   ,"9,758.34","1,541.67", 	-   ,"6,086.12",, 	-   ,"3,766.67","3,463.89","8,680.56","9,725.01","17,183.35","8,966.67",788.89, 	-   ,"24,552.80",0.00,"79,336.17","11,941.68","5,813.89",0.00,822.22,"7,877.78",,,"4,141.67","6,936.12","3,225.00","6,100.00","24,041.59","17,475.01",641.67,"4,005.56","13,205.57", 	-   ,388.89,858.33,,"3,569.45","11,747.23","7,336.12","9,191.67","3,244.45","18,527.79","1,158.33", 	-   , 	-   ,0.00,"375,066.87","271,177.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/26/16,"4,669.45","8,186.12","2,538.89","25,525.02", 	-   ,"10,105.56","1,844.45", 	-   ,"5,947.23",, 	-   ,"4,319.45","3,572.23","9,186.12","10,277.79","19,322.24","9,125.01",883.33, 	-   ,"25,041.69",0.00,"79,411.17","11,847.23","6,472.23",0.00,"1,308.33","8,380.56",,,"4,588.89","6,941.67","4,308.34","6,694.45","24,308.49","18,763.90",719.45,"4,263.89","14,202.79", 	-   ,541.67,"1,119.45",,"6,080.56","12,691.68","7,386.12","9,269.45","3,530.56","18,652.79","1,108.33", 	-   , 	-   ,0.00,"393,136.57","288,683.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/27/16,"4,747.23","7,922.23","2,963.89","26,552.80", 	-   ,"10,058.34","1,694.45", 	-   ,"6,066.67",, 	-   ,"6,952.78","3,558.34","9,272.23","10,513.90","18,572.24","9,700.01",697.22, 	-   ,"24,825.02",0.00,"80,580.62","11,975.01","6,052.78",0.00,869.45,"8,686.12",,,"4,883.34","6,894.45","5,744.45","6,980.56","24,226.37","18,508.35",566.67,"4,113.89","14,461.12", 	-   ,255.56,"1,038.89",,"6,641.67","11,511.12","7,261.12","9,972.23","3,427.78","20,516.68","1,252.78", 	-   , 	-   ,0.00,"400,518.34","295,112.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/16,"3,958.34","5,619.45","2,805.56","23,555.57", 	-   ,"9,038.90","1,508.33", 	-   ,"5,641.67",, 	-   ,"7,066.67","3,191.67","9,016.67","10,038.90","15,855.57","8,508.34",788.89, 	-   ,"22,280.57",0.00,"71,286.17","11,263.90","6,016.67",0.00,788.89,"8,338.90",,,"3,844.45","6,822.23","3,905.56","6,302.78","23,710.17","18,588.90",641.67,"3,950.00","12,619.45", 	-   ,133.33,975.00,,"3,369.45","11,111.12","6,966.67","9,258.34","3,541.67","14,036.12","1,069.45", 	-   , 	-   ,0.00,"357,415.99","263,849.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/16,"4,422.23","6,505.56","2,858.34","25,922.24", 	-   ,"9,775.01","1,888.89", 	-   ,"5,700.00",, 	-   ,"8,850.01","3,572.23","9,130.56","10,613.90","17,411.13","9,291.67",913.89, 	-   ,"23,402.80",0.00,"69,383.39","10,919.45","6,411.12",0.00,788.89,"8,366.67",,,"4,394.45","6,530.56","4,966.67","7,080.56","23,918.41","18,130.57",744.45,"3,930.56","12,847.23", 	-   ,50.00,"1,241.67",,"5,480.56","10,858.34","6,575.01","9,355.56","3,461.11","14,769.46","1,261.11", 	-   , 	-   ,0.00,"371,724.24","278,938.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/16,"3,600.00","6,569.45","2,408.34","20,225.02", 	-   ,"8,169.45","1,161.11", 	-   ,"4,558.34",, 	-   ,"6,097.23","2,088.89","7,322.23","8,697.23","10,333.34","7,108.34",669.44, 	-   ,"20,377.79",0.00,"54,530.60","8,669.45","5,708.34",0.00,700.00,"6,880.56",,,"3,097.22","5,002.78","4,344.45","5,172.23","18,765.17","14,369.46",544.44,"3,697.23","7,744.45", 	-   ,322.22,852.78,,"5,116.67","9,905.56","4,327.78","6,258.34","2,272.22","12,505.57","1,036.11", 	-   , 	-   ,0.00,"291,209.83","216,301.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/16,"1,738.89","2,194.45","1,713.89","10,830.56", 	-   ,"4,300.00",647.22, 	-   ,"2,863.89",, 	-   ,"4,413.89","1,000.00","5,819.45","7,247.23","6,444.45","2,138.89",797.22, 	-   ,"8,450.01",0.00,"21,858.35","5,836.12","4,136.11",0.00,152.78,"3,747.23",,,"1,075.00","3,141.67","2,447.22","2,991.67","16,421.72","8,622.23",647.22,"3,305.56","3,438.89", 	-   ,80.56,458.33,,"2,505.56","5,347.23","1,186.11","10,019.45","1,469.45","8,069.45",622.22, 	-   , 	-   ,"135,550.11","303,730.29","273,421.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/16,"2,733.34","4,694.45","2,066.67","16,277.79", 	-   ,"6,066.67","1,388.89", 	-   ,"5,055.56",, 	-   ,"5,611.12","2,547.22","7,633.34","8,322.23","13,191.68","5,480.56","1,041.67", 	-   ,"13,608.34",0.00,"40,336.14","9,852.79","4,877.78",0.00,683.33,"5,636.12",,,"3,625.00","4,519.45","3,402.78","4,738.89","20,915.04","13,016.68",850.00,"3,577.78","12,252.79", 	-   ,325.00,613.89,,"4,855.56","6,652.78","4,697.23","7,905.56","2,594.45","12,880.57",847.22, 	-   , 	-   ,0.00,"265,376.35","211,431.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/16,"3,505.56","5,580.56","2,197.22","19,483.35", 	-   ,"6,966.67","1,458.33", 	-   ,"5,269.45",, 	-   ,"6,313.89","2,861.11","8,205.56","8,983.34","14,322.23","6,547.23",936.11, 	-   ,"16,894.46",0.00,"48,158.37","9,719.45","4,975.00",0.00,841.67,"7,141.67",,,"3,680.56","7,241.67","4,119.45","5,344.45","22,132.23","16,719.46",761.11,"3,769.45","13,477.79", 	-   ,355.56,822.22,,"5,047.23","8,802.78","5,805.56","8,777.78","2,983.34","13,297.23","1,141.67", 	-   , 	-   ,0.00,"304,640.79","239,587.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/16,"1,861.11","2,400.00","1,641.67","12,411.12", 	-   ,"4,961.12",750.00, 	-   ,"3,494.45",, 	-   ,"4,230.56","1,127.78","6,675.01","7,513.89","8,433.34","2,261.11",972.22, 	-   ,"9,205.56",0.00,"23,755.57","6,188.89","3,963.89",0.00,69.44,"4,161.11",,,"1,255.56","5,091.67","2,894.45","3,036.11","19,284.31","9,916.67",791.67,"3,394.45","7,533.34", 	-   ,75.00,441.67,,"2,863.89","6,344.45","2,216.67","8,633.34","2,133.34","9,127.79",572.22, 	-   , 	-   ,0.00,"191,684.45","158,723.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/16,"3,538.89","5,550.00","2,200.00","20,675.02", 	-   ,"7,836.12","1,416.67", 	-   ,"5,275.00",, 	-   ,"7,150.01","2,925.00","8,058.34","9,133.34","14,219.46","6,455.56",925.00, 	-   ,"16,916.68",0.00,"48,519.48","9,875.01","4,580.56",0.00,769.45,"7,305.56",,,"3,991.67","7,130.56","4,263.89","5,577.78","21,897.59","15,044.46",752.78,"3,763.89","13,669.46", 	-   ,266.67,800.00,,"5,116.67","8,763.90","5,472.23","9,177.79","2,969.45","15,630.57",952.78, 	-   , 	-   ,0.00,"308,567.26","243,131.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/16,"4,252.78","6,711.12","2,355.56","24,541.69", 	-   ,"9,800.01","1,619.45", 	-   ,"5,869.45",, 	-   ,"7,797.23","3,325.00","8,608.34","9,500.01","16,627.79","9,088.90",722.22, 	-   ,"23,619.46",0.00,"63,972.27","11,427.79","5,347.23",0.00,855.56,"7,655.56",,,"4,383.34","8,475.01","5,088.89","6,025.00","23,704.30","17,455.57",588.89,"3,963.89","13,205.57", 	-   ,497.22,752.78,,"5,694.45","11,463.90","6,705.56","9,638.90","3,325.00","18,536.13","1,283.33", 	-   , 	-   ,0.00,"364,485.13","276,893.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/16,"2,705.56","4,672.23","1,794.45","17,594.46", 	-   ,"7,772.23",813.89, 	-   ,"4,230.56",, 	-   ,"4,894.45","1,369.45","6,377.78","7,641.67","8,944.45","5,575.00",763.89, 	-   ,"20,147.24",0.00,"48,569.48","8,491.67","4,388.89",0.00,188.89,"4,630.56",,,"2,269.45","5,630.56","3,913.89","3,911.11","18,430.81","12,013.90",622.22,"3,688.89","5,180.56", 	-   ,255.56,400.00,,"3,880.56","10,288.90","3,475.00","5,613.89","2,161.11","15,188.90",905.56, 	-   , 	-   ,0.00,"259,397.67","190,680.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/16,"3,419.45","5,625.00","2,008.33","19,786.13", 	-   ,"9,391.67",936.11, 	-   ,"4,088.89",, 	-   ,"7,141.67","1,825.00","6,497.23","8,350.01","10,413.90","6,200.00",766.67, 	-   ,"23,025.02",0.00,"56,566.71","9,511.12","4,550.00",0.00,311.11,"5,375.00",,,"2,769.45","6,458.34","4,425.00","4,658.34","18,759.31","13,422.23",625.00,"3,758.34","5,977.78", 	-   ,205.56,461.11,,"4,241.67","11,877.79","3,880.56","10,066.67","2,386.11","17,219.46",672.22, 	-   , 	-   ,0.00,"297,653.97","218,062.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/16,"3,138.89","5,230.56","2,038.89","18,991.68", 	-   ,"7,844.45",894.45, 	-   ,"5,102.78",, 	-   ,"7,272.23","2,427.78","7,713.90","8,361.12","13,602.79","5,536.12",800.00, 	-   ,"18,405.57",0.00,"48,558.37","10,008.34","4,983.34",0.00,277.78,"6,563.89",,,"3,019.45","5,572.23","4,266.67","4,438.89","22,630.83","14,347.23",652.78,"3,780.56","11,397.23", 	-   ,238.89,491.67,,"4,391.67","9,897.23","5,922.23","8,847.23","2,913.89","15,458.35",963.89, 	-   , 	-   ,0.00,"296,983.83","230,019.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/16,"3,347.22","5,383.34","2,175.00","20,213.91", 	-   ,"7,591.67","1,275.00", 	-   ,"4,997.23",, 	-   ,"7,358.34","2,791.67","7,969.45","8,783.34","12,813.90","6,413.89",944.45, 	-   ,"17,366.68",0.00,"48,400.04","9,750.01","5,091.67",0.00,758.33,"6,786.12",,,"3,400.00","5,947.23","4,205.56","5,013.89","22,293.54","14,152.79",769.45,"3,688.89","12,569.45", 	-   ,361.11,886.11,,"5,272.23","9,088.90","5,855.56","8,977.78","2,911.11","15,808.35","1,061.11", 	-   , 	-   ,0.00,"302,474.32","236,707.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/16,"2,183.34","3,444.45","1,661.11","14,852.79", 	-   ,"5,994.45",805.56, 	-   ,"4,055.56",, 	-   ,"5,602.78","1,494.45","7,080.56","7,644.45","10,130.56","3,463.89",988.89, 	-   ,"13,763.90",0.00,"35,719.47","8,144.45","4,488.89",0.00,113.89,"5,138.89",,,"1,805.56","6,713.89","3,208.34","3,350.00","20,961.97","7,858.34",805.56,"3,555.56","8,763.90", 	-   ,102.78,455.56,,"3,161.11","7,930.56","4,680.56","8,463.90","2,766.67","10,422.23",588.89, 	-   , 	-   ,0.00,"232,367.69","182,884.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/16,"2,625.00","4,619.45","1,763.89","18,119.46", 	-   ,"6,391.67","1,058.33", 	-   ,"4,766.67",, 	-   ,"7,636.12","2,325.00","7,377.78","8,402.78","12,636.12","4,975.00",963.89, 	-   ,"16,061.12",0.00,"43,600.03","9,255.56","4,497.23",0.00,525.00,"5,761.12",,,"2,872.22","7,872.23","3,808.34","4,400.00","21,771.47","13,580.57",786.11,"3,661.11","11,205.56", 	-   ,291.67,577.78,,"4,300.00","8,661.12","5,422.23","8,430.56","2,897.22","12,577.79",652.78, 	-   , 	-   ,0.00,"277,130.01","217,468.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/16,"3,155.56","4,838.89","1,813.89","20,347.24", 	-   ,"7,544.45","1,072.22", 	-   ,"4,725.00",, 	-   ,"9,105.56","2,502.78","7,588.89","8,858.34","13,233.34","5,494.45",913.89, 	-   ,"16,461.12",0.00,"45,863.93","9,436.12","4,927.78",0.00,519.44,"5,216.67",,,"3,350.00","7,766.67","3,622.23","4,805.56","21,847.73","14,147.23",744.45,"3,625.00","10,505.56", 	-   ,213.89,594.44,,"4,100.00","8,838.90","4,797.23","8,702.78","2,797.22","14,597.23",950.00, 	-   , 	-   ,0.00,"289,625.72","227,300.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/16,"3,750.00","6,850.01","1,894.45","21,600.02", 	-   ,"8,294.45","1,472.22", 	-   ,"4,369.45",, 	-   ,"8,658.34","2,411.11","6,711.12","9,297.23","10,538.90","7,847.23",855.56, 	-   ,"18,050.01",0.00,"53,794.49","8,769.45","4,938.89",0.00,666.67,"6,205.56",,,"4,575.00","6,513.89","4,158.34","6,033.34","18,237.24","13,297.23",697.22,"3,730.56","7,297.23", 	-   ,780.56,950.00,,"5,869.45","8,558.34","3,447.22","5,797.23","2,150.00","15,630.57","1,083.33", 	-   , 	-   ,0.00,"295,781.90","223,937.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/16,"3,352.78","6,083.34","1,794.45","20,944.46", 	-   ,"7,794.45","1,308.33", 	-   ,"3,875.00",, 	-   ,"8,744.45","2,272.22","6,791.67","8,836.12","10,277.79","6,894.45",908.33, 	-   ,"18,075.01",0.00,"53,127.82","8,416.67","5,058.34",0.00,694.45,"5,780.56",,,"3,791.67","5,994.45","3,791.67","5,686.12","17,891.14","13,461.12",738.89,"3,655.56","7,205.56", 	-   ,463.89,822.22,,"5,388.89","8,650.01","3,616.67","9,830.56","2,236.11","15,025.01","1,088.89", 	-   , 	-   ,0.00,"290,369.14","219,166.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/16,"4,061.11","6,986.12","2,216.67","25,400.02", 	-   ,"8,963.90","1,700.00", 	-   ,"5,413.89",, 	-   ,"11,288.90","3,283.34","8,655.56","9,630.56","17,005.57","8,402.78",897.22, 	-   ,"20,372.24",0.00,"60,902.83","10,213.90","6,008.34",0.00,877.78,"6,866.67",,,"4,652.78","8,072.23","4,686.11","6,252.78","23,149.97","16,988.90",730.56,"3,911.11","13,911.12", 	-   ,497.22,"1,102.78",,"6,236.12","9,783.34","6,141.67","9,233.34","3,116.67","16,863.90","1,163.89", 	-   , 	-   ,0.00,"355,641.90","274,366.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
